,missing_glove,missing_cn,missing_wn
takke,1,1,1
teady,1,1,1
caged,1,1,0
tulip,1,1,1
stripe,1,1,0
babyshower,1,1,1
sir,1,1,0
remembering,1,1,0
merched,1,1,1
siquiera,1,1,1
antennas,1,1,0
coot,1,1,1
sexxxy,1,1,1
chapped,1,1,0
psychic,1,1,0
forbidden,1,1,0
hint,1,1,0
doge,1,0,1
favorecido,1,1,1
carsons,1,1,0
platforms,1,1,0
effected,1,1,0
haddy,1,1,1
offices,1,1,0
duo,1,1,0
fout,1,1,1
nuch,1,1,1
guinea,1,1,0
hetic,1,1,1
doggie,1,1,0
shell,1,1,0
dreek,1,1,1
jrock,1,1,1
sherwood,1,1,0
mcallister,1,1,1
rewinds,1,1,1
giro,1,1,0
wap,1,1,1
lashe,1,1,1
translation,1,1,0
translations,1,1,0
pdm,1,1,1
kingsize,1,1,1
marlie,1,1,1
capacity,1,0,0
backstab,1,1,1
blen,1,1,1
groomed,1,1,0
going,1,1,0
there,1,1,0
mybe,1,1,1
subtweetin,1,1,1
bluffin,1,1,1
statistics,1,0,0
dred,1,1,1
thnx,1,1,1
slaw,1,1,0
worksheets,1,1,0
illiterate,1,1,0
pkwy,1,1,1
favoritin,1,1,1
primer,1,1,0
omen,1,1,0
inuyasha,1,1,1
statham,1,1,1
ocf,1,1,1
laffy,1,1,1
frail,1,1,0
cicada,1,1,0
illegal,1,1,1
arrasar,1,1,1
edel,1,1,1
looooooooooooong,1,1,1
khary,1,1,1
creflo,1,1,1
jusz,1,1,1
mera,1,1,1
irie,1,1,1
takk,1,1,1
talkinn,1,1,1
listeningg,1,1,1
mobley,1,1,1
barron,1,1,1
awks,1,1,1
bubba,1,1,1
hailee,1,1,1
implants,1,1,0
fk,1,0,1
doda,1,1,1
bungalow,1,1,0
thotianna,1,1,1
kwit,1,1,1
potency,1,1,0
concentrated,1,1,0
cuttie,1,1,1
vacunas,1,1,1
shockingly,1,1,1
clowns,1,1,0
innovations,1,1,0
reduction,1,1,0
clase,1,1,1
stickin,1,1,1
crah,1,1,1
summons,1,1,0
galatasary,1,1,1
barret,1,1,1
wishing,1,1,0
hondas,1,1,1
denominator,1,1,1
slander,1,1,0
nica,1,1,1
bsck,1,1,1
metion,1,1,1
jolo,1,1,1
belt,1,1,0
dumps,1,1,0
webwork,1,1,1
columbia,1,1,0
regarder,1,1,1
mater,1,1,0
ftw,1,1,1
hahahahahahahahahahaha,1,1,1
piling,1,1,0
ginna,1,1,1
twifee,1,1,1
stephenson,1,1,0
zendaya,1,1,1
proces,1,1,1
muahahahaha,1,1,1
woodhouse,1,1,1
horor,1,1,1
sih,1,1,1
affecting,1,1,0
malah,1,1,1
waga,1,1,1
every,1,1,1
tand,1,1,1
plunging,1,1,0
gool,1,1,1
torching,1,1,0
faring,1,1,0
caeser,1,1,1
consisted,1,1,0
overheard,1,0,0
akhrat,1,1,1
backhanded,1,1,0
destroys,1,0,0
dersi,1,1,1
acoustic,1,0,0
resulting,1,1,0
gmoney,1,1,1
outin,1,1,1
tamin,1,1,1
wave,1,1,0
ironically,1,1,1
slips,1,1,0
gage,1,1,0
barb,1,1,0
sugary,1,1,1
benefit,1,1,0
nothingg,1,1,1
nby,1,1,1
sweetie,1,0,0
jumo,1,1,1
tuc,1,1,1
ijk,1,1,1
encompassing,1,1,0
fingering,1,1,0
polyamory,1,1,1
diminished,1,1,0
muchlove,1,1,1
mfcka,1,1,1
tissues,1,1,0
phattest,1,1,1
dicho,1,1,1
quesadilla,1,1,1
method,1,1,0
rippin,1,1,1
parodying,1,1,0
sincerely,1,1,0
ahsha,1,1,1
timmie,1,1,1
twist,1,0,0
fleas,1,1,0
attic,1,1,0
spooky,1,1,0
investors,1,1,0
dads,1,1,0
shouting,1,1,0
unbearable,1,1,0
shark,1,1,1
tweed,1,1,0
advisory,1,1,0
bonding,1,1,0
errone,1,1,1
monty,1,1,1
dula,1,1,1
uglie,1,1,1
takess,1,1,0
tbone,1,1,1
kingz,1,1,1
pork,1,1,0
alki,1,1,1
iloveeyou,1,1,1
showe,1,1,1
clearly,1,1,0
run,1,1,0
dowload,1,1,1
idolizes,1,1,0
cheef,1,1,1
plumb,1,1,0
impassable,1,1,0
sela,1,1,1
mell,1,1,1
comedy,1,1,0
breafast,1,1,1
acquainted,1,1,0
monye,1,1,1
communicating,1,1,0
donkeys,1,1,0
priceless,1,0,0
chaos,1,1,0
gamez,1,1,1
shaper,1,0,0
gogetta,1,1,1
smokn,1,1,1
stoping,1,1,0
birah,1,1,1
bop,1,0,0
creativity,1,1,0
baxk,1,1,1
filia,1,1,1
meditated,1,1,0
row,1,1,0
conheso,1,1,1
llegue,1,1,1
justis,1,1,1
bring,1,0,0
bignose,1,1,1
dosen,1,1,1
tratan,1,1,1
tmm,1,1,1
lewinsky,1,1,1
fleshy,1,0,0
reviewable,1,1,1
honorable,1,1,0
landscape,1,1,0
tick,1,1,0
lauderdale,1,1,1
rainn,1,1,1
america,1,1,0
antusias,1,1,1
bery,1,1,1
nakid,1,1,1
repping,1,1,1
tool,1,1,0
tools,1,1,0
feelins,1,1,1
catchin,1,1,1
boozed,1,1,0
deathfest,1,1,1
occasion,1,1,0
cannabis,1,1,0
acronyms,1,1,0
techie,1,0,0
saaid,1,1,1
kll,1,1,1
prosecutors,1,1,0
outs,1,1,0
yooou,1,1,1
ques,1,1,1
mardi,1,1,1
paycheck,1,0,0
automotive,1,1,0
materials,1,1,0
colleges,1,1,0
furry,1,1,0
equate,1,1,0
referencing,1,1,0
slappa,1,1,1
i.was,1,1,1
rass,1,1,0
biko,1,1,1
breezys,1,1,1
ora,1,1,0
trunin,1,1,1
wuznt,1,1,1
shoppn,1,1,1
sodmg,1,1,1
dependance,1,1,0
widee,1,1,1
chicago,1,1,0
examiner,1,1,0
myteam,1,1,1
itee,1,1,1
cyn,1,1,1
serves,1,0,0
peroid,1,1,1
ihate,1,1,1
prosthetics,1,1,1
trannys,1,1,1
sweettie,1,1,1
diselesaikan,1,1,1
breakfeast,1,1,1
secrecy,1,1,0
nite,1,0,1
yab,1,1,1
hairshow,1,1,1
facin,1,1,1
storee,1,1,1
intervene,1,1,0
trigger,1,1,0
pumping,1,1,0
isg,1,1,1
grouping,1,1,0
wavin,1,1,1
wic,1,1,1
lemons,1,1,0
ahaa,1,1,1
yeah,1,1,0
mbah,1,1,1
demolishing,1,1,0
gargoyle,1,1,1
zimma,1,1,1
whoops,1,1,0
ditelingaku,1,1,1
chipping,1,1,0
goor,1,1,1
sallow,1,1,0
tuffy,1,1,1
bending,1,0,0
poking,1,0,0
g.morning,1,1,1
gudnight,1,1,1
clockin,1,1,1
naisa,1,1,1
senioritis,1,1,1
thotties,1,1,1
aop,1,1,1
intrest,1,1,1
develope,1,1,1
devote,1,1,0
planing,1,1,0
finns,1,1,0
i.p,1,1,1
sexed,1,1,0
irdgaf,1,1,1
ebi,1,1,1
alcorn,1,1,1
otn,1,1,1
chal,1,1,1
anothr,1,1,1
chng,1,1,1
swar,1,1,1
togeter,1,1,1
informas,1,1,1
crilla,1,1,1
moans,1,1,0
everythin,1,1,1
in.a,1,1,1
chastise,1,1,0
torcer,1,1,1
unt,1,1,1
gba,1,1,1
jira,1,1,1
sissyy,1,1,1
culvers,1,0,1
titys,1,1,1
shinning,1,1,0
sandusky,1,1,1
continuous,1,1,0
preein,1,1,1
badgering,1,1,0
tunica,1,1,0
lilttle,1,1,1
fare,1,0,0
unawares,1,1,0
treading,1,0,0
yesterdays,1,1,0
capri,1,1,0
fenton,1,1,1
untul,1,1,1
vinee,1,1,1
niq,1,1,1
sides,1,1,0
lawdie,1,1,1
perspective,1,1,0
detoxing,1,0,0
cups,1,1,0
ooks,1,1,1
becus,1,1,1
tackle,1,0,0
incompetent,1,1,0
waab,1,1,1
nbs,1,1,0
caws,1,1,0
wans,1,1,0
tbird,1,1,1
ineva,1,1,1
frido,1,1,1
bind,1,1,0
suckass,1,1,1
knowinn,1,1,1
kake,1,1,1
headd,1,1,1
yaa,1,1,1
joyy,1,1,1
warmed,1,0,0
pengen,1,1,1
waltham,1,1,1
caffeinated,1,0,1
alchohol,1,1,1
youaint,1,1,1
youy,1,1,1
cuddle,1,1,0
iwana,1,1,1
ididnt,1,1,1
whent,1,1,1
psychopath,1,1,0
cape,1,1,0
microwave,1,1,0
hotchicks,1,1,1
wntd,1,1,1
raffle,1,1,0
slowest,1,1,0
wlcm,1,1,1
delt,1,0,1
pissssed,1,1,0
paraphrasing,1,1,0
qf,1,1,1
ukp,1,1,1
thankd,1,1,1
dfwm,1,1,1
phonics,1,1,1
justifies,1,1,0
nomination,1,1,0
brit,1,1,0
mightt,1,1,1
actaully,1,1,1
gni,1,1,1
awwl,1,1,1
waterboy,1,1,1
doings,1,0,0
taunting,1,1,0
indicators,1,1,0
indicator,1,1,0
mut,1,1,1
shiting,1,1,0
lali,1,1,1
apocalypse,1,1,0
when.i,1,1,1
swishes,1,1,0
promising,1,1,0
breakthrough,1,1,0
horseback,1,1,0
diig,1,1,1
tweetyourheight,1,1,1
sangin,1,1,1
nothingnew,1,1,1
gersh,1,1,1
braah,1,1,1
killla,1,1,1
immersing,1,1,0
bhahahaha,1,1,1
forlife,1,1,1
capitals,1,1,0
nickel,1,1,0
grinder,1,1,0
thinkk,1,1,1
parenthood,1,1,0
ize,1,1,1
wtbs,1,1,1
sukka,1,1,1
guhs,1,1,1
hammer,1,1,0
chop,1,1,0
coordination,1,1,1
yir,1,1,1
applause,1,1,0
ueno,1,1,1
looooow,1,1,1
goonna,1,1,1
proves,1,1,0
pickled,1,1,0
shavin,1,1,1
tatse,1,1,1
plotin,1,1,1
creer,1,1,1
possy,1,1,1
iyd,1,1,1
klc,1,1,1
shoota,1,1,1
beebee,1,1,1
riight,1,1,1
calabash,1,1,0
chuckle,1,1,0
catter,1,1,1
theif,1,1,1
sniker,1,1,1
opinionated,1,1,0
crimsons,1,1,0
tally,1,0,0
golds,1,1,0
cabinets,1,1,0
ahold,1,0,1
definitly,1,1,1
natty,1,1,0
bidness,1,1,1
bouji,1,1,1
faggott,1,1,1
doesent,1,1,1
sumo,1,1,1
basket,1,1,0
rewind,1,1,1
sniffs,1,1,0
tragic,1,1,0
irony,1,1,0
podium,1,1,0
crowds,1,0,0
stunned,1,1,0
everyman,1,0,1
harsh,1,1,0
yeaterday,1,1,1
waaas,1,1,1
myass,1,1,0
proli,1,1,1
glorifies,1,1,0
tuyulnya,1,1,1
salitang,1,1,1
brengsek,1,1,1
dining,1,1,0
womp,1,1,1
dunking,1,1,0
wackness,1,1,1
datass,1,1,0
slouch,1,0,0
maaane,1,1,1
shacking,1,1,0
disobey,1,1,1
oooooooo,1,1,1
imsorry,1,1,1
sosad,1,1,1
impose,1,0,0
wantedd,1,1,1
dwts,1,1,1
resultados,1,1,1
imbalance,1,1,0
boogers,1,1,0
kie,1,0,1
massah,1,1,1
michelleobama,1,1,1
belch,1,1,0
enyo,1,1,1
lean,1,1,0
respectfully,1,1,1
okayss,1,1,0
indiana,1,1,0
prez,1,0,1
stillup,1,1,1
hiac,1,1,1
tsn,1,1,1
measurement,1,1,0
hygiene,1,0,0
atter,1,1,1
piro,1,1,1
bulshit,1,1,1
simplest,1,0,0
drummers,1,1,0
enlightenment,1,1,0
despair,1,1,0
rouses,1,0,0
valentinas,1,1,1
tryy,1,1,1
f.cked,1,1,1
tetuila,1,1,1
benches,1,1,0
breche,1,1,1
overbear,1,1,0
fiddy,1,1,1
haaaaaaah,1,1,1
compromising,1,0,0
wachu,1,1,1
yaaww,1,1,1
womt,1,1,1
relocate,1,1,1
susahnya,1,1,1
pluckers,1,1,1
bugati,1,1,1
beliin,1,1,1
unsanitary,1,1,0
flaws,1,1,0
meko,1,1,1
thqt,1,1,1
moive,1,1,1
scrapper,1,1,0
mksd,1,1,1
stayingpositive,1,1,1
itstheweekend,1,1,1
beardgang,1,1,1
asktwitter,1,1,1
polished,1,1,0
rackin,1,1,1
suckk,1,1,1
pengalaman,1,1,1
whoooole,1,1,1
puy,1,1,1
ooohh,1,1,1
duuuhh,1,1,1
mtsu,1,1,1
hbcu,1,1,1
kotel,1,1,1
anacostia,1,1,1
snowfalls,1,1,0
stain,1,1,0
wring,1,1,0
epicnight,1,1,1
allay,1,1,0
scents,1,1,0
odf,1,1,1
waaaait,1,1,1
chiill,1,1,1
concrete,1,1,1
sleeepover,1,1,1
oooooooooo,1,1,1
dyme,1,1,1
xboxcod,1,1,1
wonda,1,1,1
finishes,1,1,0
scrimage,1,1,1
eeemm,1,1,1
ontime,1,1,1
sheeesh,1,1,1
owwe,1,1,1
wekk,1,1,1
ponit,1,1,1
dwns,1,1,1
pathways,1,1,0
whtchu,1,1,1
stipid,1,1,1
requiring,1,1,0
headstand,1,1,1
cush,1,1,1
undeserving,1,1,0
sheeeeeit,1,1,1
whooaa,1,1,1
millisecond,1,0,0
jumah,1,1,1
sjxx,1,1,1
randomthought,1,1,1
lmap,1,1,1
racetrack,1,1,0
bebetter,1,1,1
reasonswecantbetogether,1,1,1
enlightens,1,1,0
shoulf,1,1,1
craft,1,1,0
brewing,1,1,0
horns,1,1,0
scoreboard,1,1,1
squaad,1,1,1
rendition,1,1,0
inspection,1,1,0
grasp,1,1,0
tumah,1,1,1
hooe,1,1,1
aaaaha,1,1,1
stewardship,1,1,1
hotboxing,1,1,1
uga,1,1,1
innately,1,1,1
lookz,1,1,1
smirks,1,1,0
whippn,1,1,1
riseup,1,1,1
sevill,1,1,1
enthusiasm,1,1,0
loudmouth,1,1,0
truuuuuue,1,1,1
decisions,1,1,0
wnba,1,1,1
thatawkwardmoment,1,1,1
fogs,1,0,0
llmao,1,1,1
yeeeaa,1,1,1
shadiest,1,1,0
inclined,1,1,0
eeyah,1,1,1
manayunk,1,1,1
confidently,1,1,1
thatmomentwhen,1,1,1
heyyya,1,1,1
meadowlands,1,1,1
generalization,1,1,0
legislature,1,1,0
aggies,1,1,1
rapids,1,1,0
alute,1,1,1
hoggin,1,1,1
doooo,1,1,1
squaaaaaad,1,1,1
saindo,1,1,1
blz,1,1,1
sai,1,1,1
skype,1,1,1
khalil,1,1,1
sinto,1,1,1
fome,1,1,1
mobile,1,1,0
tive,1,1,1
favoritos,1,1,1
muita,1,1,1
conectada,1,1,1
samsung,1,1,1
bios,1,1,1
stacy,1,0,1
josh,1,1,0
tasha,1,1,1
dara,1,1,1
extra,1,1,0
conditioners,1,1,0
bella,1,1,1
hosp,1,1,1
hair,1,1,0
snape,1,1,1
trending,1,1,0
aaliyah,1,1,1
jamil,1,1,1
deej,1,1,1
ross,1,1,0
funyuns,1,1,1
ringtones,1,1,1
compromised,1,1,0
twittah,1,1,1
tana,1,1,1
copied,1,1,0
froid,1,1,1
resolve,1,1,0
inr,1,1,0
crepes,1,1,0
brittle,1,1,0
has,1,1,0
paroled,1,0,0
groupon,1,1,1
conrad,1,1,0
montana,1,1,0
scarface,1,1,0
cat,1,1,0
teasers,1,1,0
bloodstream,1,0,0
torched,1,0,0
shakira,1,1,1
tweetinn,1,1,1
pooh,1,1,1
bis,1,1,0
bugz,1,1,1
vonta,1,1,1
lago,1,1,1
deployed,1,1,0
rile,1,1,0
galante,1,1,1
quotes,1,1,0
grude,1,1,1
moons,1,1,0
gttn,1,1,1
jiwaku,1,1,1
indiann,1,1,1
ivana,1,1,1
benny,1,1,0
willy,1,1,1
versions,1,1,0
babas,1,1,0
indirectly,1,1,1
inc,1,1,0
items,1,1,0
mala,1,1,1
pudd,1,1,1
blink,1,0,0
hipstamatic,1,1,1
titanic,1,1,1
boringg,1,1,1
moon,1,0,0
star,1,1,0
talentless,1,0,0
nike,1,1,0
qu,1,1,1
ments,1,1,1
matrimony,1,0,0
deepside,1,1,1
collection,1,1,0
misc,1,1,1
gettinn,1,1,1
smiths,1,1,0
erica,1,1,0
hugo,1,0,0
toi,1,1,1
nombreux,1,1,1
blowd,1,1,1
twan,1,1,1
stranger,1,1,0
sisters,1,1,0
ics,1,1,0
denies,1,1,0
eyeliner,1,1,1
blook,1,1,1
tweefin,1,1,1
snackin,1,1,1
beinn,1,1,1
laide,1,1,1
saucisse,1,1,1
tinted,1,1,0
peoplee,1,1,1
calld,1,1,1
cobain,1,1,1
toni,1,1,1
brisco,1,1,1
shana,1,1,1
hiatus,1,1,0
chante,1,1,1
sto,1,1,1
appena,1,1,1
ever,1,1,0
song,1,1,0
pressed,1,1,0
encanta,1,1,1
malam,1,1,1
spongebob,1,1,1
hola,1,1,1
spider,1,0,0
astronaut,1,1,0
lea,1,1,0
kaylaa,1,1,1
briona,1,1,1
t.l,1,1,1
deliverd,1,1,1
cranberries,1,1,0
bigelow,1,1,1
moble,1,1,1
fastfood,1,1,1
stepsister,1,1,0
mazi,1,1,1
huey,1,0,1
wane,1,0,0
marco,1,1,1
gastado,1,1,1
mcmuffins,1,1,1
boring,1,1,0
intact,1,1,0
lye,1,1,1
dagen,1,1,1
cookd,1,1,1
boutit,1,1,1
logout,1,1,1
lauryn,1,1,1
sharen,1,1,1
aggro,1,1,1
sll,1,1,1
urgh,1,1,1
alday,1,1,1
sammy,1,1,1
fatigued,1,1,0
nunna,1,1,1
nue,1,1,1
airs,1,1,0
tayla,1,1,1
halee,1,1,1
lyndsey,1,1,1
oohf,1,1,1
shoutout,1,1,1
agressive,1,1,1
braining,1,1,0
sofi,1,1,1
wanting,1,1,0
cousinn,1,1,1
casablanca,1,1,0
mhyy,1,1,1
electronics,1,0,1
jadaa,1,1,1
spokesman,1,1,1
dangerously,1,1,0
connect,1,1,0
fleet,1,1,0
speedin,1,1,1
thomson,1,1,0
unknowns,1,1,0
@@,1,1,1
recusar,1,1,1
mutual,1,1,0
scouted,1,1,0
gutta,1,1,1
kissin,1,1,1
claus,1,1,1
smoove,1,1,1
sidder,1,1,1
compulsive,1,1,0
anorexia,1,1,1
flia,1,1,1
fatboy,1,1,1
aree,1,1,1
progressed,1,1,0
lyinn,1,1,1
emonie,1,1,1
tentang,1,1,1
herday,1,1,1
greenbacks,1,0,0
crater,1,1,0
secure,1,1,0
lbs,1,1,0
eat,1,1,0
peculiar,1,1,0
pure,1,1,0
caylee,1,1,1
chewed,1,1,0
haley,1,1,0
tripod,1,1,1
downtime,1,1,1
beach,1,1,1
blasian,1,1,1
failli,1,1,1
actn,1,1,1
onions,1,1,0
touched,1,1,0
pictured,1,1,0
eboni,1,1,1
haircuts,1,1,0
gum,1,1,0
collarbone,1,1,0
business,1,1,0
garner,1,1,0
cox,1,1,0
toto,1,1,1
unnecessary,1,1,0
jads,1,1,1
coleworld,1,1,1
ignoree,1,1,1
coolio,1,1,1
creep,1,1,0
manna,1,1,0
wingss,1,1,0
meeko,1,1,1
dialing,1,1,0
killaz,1,1,1
rizzy,1,1,1
doo,1,1,1
gibi,1,1,1
menunggu,1,1,1
airbags,1,1,1
such,1,1,1
whitney,1,1,0
organic,1,1,0
chena,1,1,1
cana,1,1,1
kirking,1,1,1
injury,1,1,0
twatching,1,1,1
crunch,1,1,0
offically,1,1,1
sakit,1,1,1
reminisce,1,1,1
interludes,1,1,0
snackss,1,1,0
getto,1,1,1
kades,1,1,1
splenda,1,1,1
knight,1,1,0
handcuffed,1,0,0
regularshow,1,1,1
pbs,1,1,0
singer,1,1,0
riva,1,1,1
ady,1,1,1
dw,1,1,1
cupcakes,1,1,0
festive,1,1,0
square,1,1,0
oxford,1,1,0
n'shit,1,1,1
popcorn,1,1,0
saver,1,1,0
quote,1,1,0
caribbean,1,1,0
downy,1,1,0
lenght,1,1,1
malibu,1,1,1
marinating,1,1,0
vitals,1,0,0
standby,1,0,0
pisses,1,1,0
mada,1,1,1
container,1,1,1
verything,1,1,1
nubie,1,1,1
hailing,1,1,0
outfit,1,0,0
qonna,1,1,1
inspiration,1,1,0
aa,1,1,0
trippyy,1,1,1
fines,1,1,0
temas,1,1,1
studios,1,1,0
suni,1,1,1
asja,1,1,1
n.b,1,1,1
laurel,1,1,0
dollars,1,1,0
kelson,1,1,1
brolic,1,1,1
janky,1,1,1
python,1,1,0
incredibly,1,1,0
korie,1,1,1
lovoo,1,1,1
hehehe,1,1,1
aaah,1,1,1
hardbody,1,1,1
lailah,1,1,1
sama,1,1,1
director,1,1,0
puedo,1,1,1
evitar,1,1,1
murky,1,1,0
davey,1,1,1
koo,1,1,1
toca,1,1,1
nuun,1,1,1
donta,1,1,1
homework,1,1,0
stress,1,1,0
skipping,1,1,0
wanna,1,1,1
bodies,1,1,0
jaylan,1,1,1
darrin,1,1,1
mykel,1,1,1
powerpoint,1,1,1
deion,1,1,1
coughing,1,1,0
dollers,1,1,1
provide,1,1,0
pizzza,1,1,1
oversea,1,1,0
dineva,1,1,1
retires,1,1,0
yesterdy,1,1,1
sleeped,1,1,0
youngsta,1,1,1
gii,1,1,1
lhe,1,1,1
change,1,1,0
possible,1,1,0
shawarma,1,1,1
mml,1,1,1
sunlight,1,1,0
meg,1,1,0
oil,1,0,0
troller,1,1,0
unprotect,1,1,1
hardy,1,1,0
preps,1,1,0
manz,1,1,1
cords,1,1,0
kidneys,1,1,0
hiker,1,1,0
ward,1,1,0
tower,1,1,0
placeholder,1,1,0
hove,1,0,0
knew,1,1,0
remembered,1,1,0
bosy,1,1,1
trd,1,1,1
emil,1,1,1
grandbabies,1,1,1
dread,1,1,0
lungz,1,1,1
rit,1,1,1
polite,1,0,0
tulips,1,1,0
bestfrands,1,1,1
newbies,1,1,0
fugly,1,1,1
drumstick,1,1,1
engineer,1,1,0
medical,1,1,0
kakes,1,1,1
dollies,1,1,0
melodys,1,1,0
fixed,1,1,0
loosely,1,1,0
ples,1,1,1
redford,1,1,0
edem,1,1,1
kuka,1,1,1
playfighting,1,1,1
route,1,1,0
meshach,1,1,1
merlot,1,1,0
laper,1,1,1
eccentric,1,1,0
chopper,1,1,0
approved,1,0,0
pitz,1,1,1
blondy,1,1,1
macklemores,1,1,1
avg,1,1,1
slower,1,1,0
trak,1,1,1
kira,1,1,1
crashing,1,0,0
bess,1,1,0
directed,1,1,0
exactly,1,1,0
lols,1,1,1
blah,1,1,0
homage,1,1,0
counterfeit,1,1,0
doon,1,1,1
plants,1,1,0
unzipped,1,1,0
dickies,1,1,0
rogue,1,1,0
everybodyy,1,1,1
everbody,1,1,1
d.b,1,1,1
bombay,1,0,0
nextflix,1,1,1
kloser,1,1,1
gecko,1,1,1
nuu,1,1,1
nothing,1,1,0
personalize,1,1,0
blatantly,1,1,1
shivering,1,1,0
twam,1,1,1
payed,1,1,0
wilding,1,1,1
hoeing,1,1,0
dd,1,1,0
game,1,1,0
tuti,1,1,1
elbow,1,1,0
swollen,1,1,0
gether,1,1,1
ragan,1,1,1
accord,1,1,0
fonne,1,1,1
nueva,1,1,1
eiht,1,1,1
kirra,1,1,1
charise,1,1,1
aht,1,1,1
devastation,1,1,0
fronts,1,1,0
broads,1,1,0
nigggas,1,1,1
swelling,1,1,0
rec,1,1,1
nerves,1,1,0
marcy,1,1,1
imissyouu,1,1,1
cronies,1,1,0
pimp,1,0,0
likening,1,1,0
hubs,1,1,0
displeasure,1,1,1
blackstreet,1,1,1
pud,1,1,0
fha,1,1,0
uajy,1,1,1
nothign,1,1,1
retweeet,1,1,1
fishies,1,0,1
eyetoeye,1,1,1
bunney,1,1,1
hopital,1,1,1
proud,1,0,0
crap,1,1,0
scappy,1,1,1
mutually,1,1,0
answere,1,1,1
woods,1,1,0
tenerlo,1,1,1
ail,1,1,0
moderately,1,1,0
advice,1,1,1
thaat,1,1,1
toad,1,1,0
blitz,1,1,0
lope,1,1,0
slut,1,0,0
stlye,1,1,1
mowhawk,1,1,1
meskipun,1,1,1
primates,1,1,0
inspectors,1,1,0
abyss,1,1,0
vona,1,1,1
slayers,1,1,0
navis,1,1,1
preman,1,1,1
tremors,1,1,0
suits,1,1,0
feeelin,1,1,1
nothinqq,1,1,1
shoulda,1,1,1
waited,1,1,0
differents,1,1,1
schleep,1,1,1
nj,1,1,0
pluse,1,1,1
extramarital,1,0,0
bantuannya,1,1,1
bantu,1,1,0
ivry,1,1,0
farr,1,1,1
hypocrites,1,1,0
luxuries,1,0,0
youn,1,1,1
besty,1,1,1
xxoo,1,1,1
misguided,1,1,0
kryptonite,1,0,1
dumbfounded,1,1,0
whirlpool,1,1,0
woud,1,1,1
backspin,1,1,1
varial,1,1,1
beed,1,1,0
pleaae,1,1,1
makingachange,1,1,1
hobbies,1,1,0
violently,1,1,1
goodfella,1,1,1
nolonger,1,1,1
hidin,1,1,1
egged,1,1,0
baae,1,1,1
jerz,1,1,1
amped,1,1,1
recall,1,0,0
tigg,1,1,1
realidad,1,1,1
poured,1,1,0
unlucky,1,1,0
abit,1,1,1
liiiiife,1,1,1
worldd,1,1,1
ficking,1,1,1
knowinq,1,1,1
oversleep,1,1,1
hosptial,1,1,1
wazers,1,1,1
marce,1,1,1
hdl,1,0,0
facepalms,1,1,1
instalar,1,1,1
drunken,1,1,0
inthis,1,1,1
hairline,1,1,1
skii,1,1,1
bowed,1,0,0
dials,1,1,0
menard,1,0,1
llife,1,1,1
fugga,1,1,1
ugggh,1,1,1
chunes,1,1,1
betah,1,1,1
#blessed,1,1,1
slams,1,1,0
religions,1,1,0
weaver,1,1,0
leavening,1,1,0
peek,1,1,0
wranglers,1,0,0
fatshit,1,1,1
spoony,1,0,1
bashment,1,0,1
chemicals,1,1,0
reptile,1,0,0
ringg,1,1,1
flattop,1,1,0
def,1,1,1
outburst,1,1,0
compassion,1,1,0
tenacity,1,1,0
dependence,1,0,0
reminiscent,1,1,0
speechless,1,1,0
climacool,1,1,1
shuttle,1,0,0
jawnn,1,1,1
sobber,1,1,1
males,1,0,0
maaad,1,1,1
extraa,1,1,1
correctional,1,1,1
justinn,1,1,1
iigot,1,1,1
shydd,1,1,1
funerals,1,0,0
drink,1,0,0
foal,1,1,1
resist,1,1,0
highlighting,1,0,0
fuckerz,1,1,1
hands,1,1,0
mychildhood,1,1,1
hoeish,1,1,1
dialysis,1,1,1
coworkers,1,1,1
higher,1,1,0
in.my,1,1,1
paking,1,1,1
yhew,1,1,1
insincere,1,1,1
pues,1,1,1
kover,1,1,1
mfkers,1,1,1
warch,1,1,1
mailto,1,1,1
latches,1,1,0
lint,1,1,1
westbank,1,1,1
firend,1,1,1
afrocentric,1,1,1
bestriend,1,1,1
stackers,1,1,0
xchange,1,1,1
supersonics,1,1,1
charlies,1,1,1
literature,1,1,0
phen,1,1,1
wusnt,1,1,1
baaaby,1,1,1
doedoe,1,1,1
shawdd,1,1,1
rez,1,1,1
mustwatch,1,1,1
cheecks,1,1,1
sincee,1,1,1
hillarious,1,1,1
ncc,1,0,1
segregation,1,1,0
procedures,1,1,0
mfn,1,1,1
citizens,1,1,0
rights,1,1,0
clever,1,1,0
uph,1,1,1
blacklove,1,1,1
mangirl,1,1,1
fraand,1,1,1
kalia,1,1,1
daje,1,1,1
neke,1,1,1
sob,1,1,0
rechargable,1,1,1
researches,1,1,0
wonted,1,1,0
ceen,1,1,1
corrected,1,0,0
bells,1,1,0
guinness,1,1,0
procession,1,1,0
sharply,1,1,0
sitted,1,1,1
monst,1,1,1
umes,1,1,1
srv,1,1,1
okaaaay,1,1,1
whatya,1,1,1
alitas,1,1,1
celly,1,0,1
yaaaay,1,1,1
walks,1,1,0
fuckng,1,1,1
theh,1,1,1
carger,1,1,1
ryte,1,1,1
omgee,1,1,1
sworn,1,1,0
deacon,1,0,0
brithday,1,1,1
txters,1,1,1
textinq,1,1,1
invitarla,1,1,1
lazt,1,1,1
swd,1,1,1
clutching,1,1,0
nudging,1,1,0
uhg,1,1,1
sistahh,1,1,1
heeeeeeeey,1,1,1
concise,1,1,1
kerm,1,1,1
nincompoop,1,1,0
fiendish,1,0,0
clowing,1,1,1
